disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
F5_ALCOHOL_DEPENDENCE,20022,Birth weight,kg,indirect_shared_factor,education;smoking,education;smoking,"{""education"": -0.12, ""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,2634,Duration of heavy DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,2624,Frequency of heavy DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1021,Duration of light DIY,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1011,Frequency of light DIY in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,894,Duration of moderate activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,3647,Duration of other exercises,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,3637,Frequency of other exercises in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,914,Duration of vigorous activity,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,874,Duration of walks,minutes/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,981,Duration walking for pleasure,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,971,Frequency of walking for pleasure in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,943,Frequency of stair climbing in last 4 weeks,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,884,Number of days/week of moderate physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,904,Number of days/week of vigorous physical activity 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,864,Number of days/week walked 10+ minutes,days/week,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1090,Time spent driving,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1080,Time spent using computer,hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1070,Time spent watching television (TV),hours/day,neutral,activity,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,924,Usual walking pace,category code,indirect_shared_factor,activity;age,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1120,Weekly usage of mobile phone in last 3 months,category code,indirect_shared_factor,age;education,age;education,"{""age"": -0.12, ""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1130,Hands-free device/speakerphone use with mobile phone in last 3 month,category code,indirect_shared_factor,age;education,age;education,"{""age"": -0.12, ""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,2237,Plays computer games,category code,indirect_shared_factor,age;education,age;education,"{""age"": -0.12, ""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1160,Sleep duration,hours/day,neutral,sleep,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1170,Getting up in morning,category code,indirect_shared_factor,anxiety;sleep,anxiety,"{""anxiety"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1180,Morning/evening person (chronotype),category code,indirect_shared_factor,anxiety;sleep,anxiety,"{""anxiety"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1190,Nap during day,category code,indirect_shared_factor,anxiety;sleep,anxiety,"{""anxiety"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1200,Sleeplessness / insomnia,category code,indirect_shared_factor,anxiety;sleep,anxiety,"{""anxiety"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1210,Snoring,category code,indirect_shared_factor,adiposity;sex,sex,"{""sex"": 0.3}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1220,Daytime dozing / sleeping,category code,indirect_shared_factor,anxiety;sleep,anxiety,"{""anxiety"": 0.25}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,20116,Smoking status,category code,indirect_shared_factor,age;smoking,age;smoking,"{""age"": -0.12, ""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1239,Current tobacco smoking,category code,indirect_shared_factor,age;smoking,age;smoking,"{""age"": -0.12, ""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1249,Past tobacco smoking,category code,indirect_shared_factor,age;smoking,age;smoking,"{""age"": -0.12, ""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,20161,Pack years of smoking,pack-years,indirect_shared_factor,smoking,smoking,"{""smoking"": 0.18}",,censored Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1259,Smoking/smokers in household,category code,indirect_shared_factor,smoking,smoking,"{""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1269,Exposure to tobacco smoke at home,hours/week,indirect_shared_factor,smoking,smoking,"{""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1279,Exposure to tobacco smoke outside home,hours/week,indirect_shared_factor,smoking,smoking,"{""smoking"": 0.18}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1289,Cooked vegetable intake,tablespoons/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1299,Salad / raw vegetable intake,tablespoons/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1309,Fresh fruit intake,pieces/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1319,Dried fruit intake,pieces/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1438,Bread intake,slices/week,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1458,Cereal intake,bowls/week,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1488,Tea intake,cups/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1498,Coffee intake,cups/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1528,Water intake,glasses/day,indirect_shared_factor,activity;education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1518,Hot drink temperature,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1329,Oily fish intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1339,Non-oily fish intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1349,Processed meat intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1359,Poultry intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1369,Beef intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1379,Lamb/mutton intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1389,Pork intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1408,Cheese intake,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1478,Salt added to food,category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,6144,"Never eat eggs, dairy, wheat, sugar",category code,indirect_shared_factor,education,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,20117,Alcohol drinker status,category code,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1558,Alcohol intake frequency.,category code,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1568,Average weekly red wine intake,glasses/week,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1578,Average weekly champagne plus white wine intake,glasses/week,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1588,Average weekly beer plus cider intake,pints/week,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1598,Average weekly spirits intake,measures/week,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1608,Average weekly fortified wine intake,glasses/week,indirect_shared_factor,alcohol,alcohol,"{""alcohol"": 0.9}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1618,Alcohol usually taken with meals,category code,indirect_shared_factor,alcohol;education,alcohol;education,"{""alcohol"": 0.9, ""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,1050,Time spend outdoors in summer,hours/day,neutral,activity;uv,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1060,Time spent outdoors in winter,hours/day,neutral,activity;uv,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1717,Skin colour,category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1727,Ease of skin tanning,category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1737,Childhood sunburn occasions,occasions,neutral,pigmentation;uv,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1747,"Hair colour (natural, before greying)",category code,neutral,pigmentation,,{},,not in conditioning subset,no active risk path in this model
F5_ALCOHOL_DEPENDENCE,1757,Facial ageing,category code,indirect_shared_factor,age;uv,age,"{""age"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,2267,Use of sun/uv protection,category code,indirect_shared_factor,education;pigmentation,education,"{""education"": -0.12}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
F5_ALCOHOL_DEPENDENCE,2277,Frequency of solarium/sunlamp use,occasions,neutral,uv,,{},,not in conditioning subset,no active risk path in this model
