feature_index,Aptamer,Feature,Target,EntrezGeneSymbol,UniPort,disease,background_family,evidence_status,literature_direction,model_effect_sd,public_reference_ids,literature_estimates_json,modeling_note
114,seq.13589.10,seq_13589_10,APBB3:PID 2,APBB3,O95704,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
115,seq.13609.11,seq_13609_11,GTF2I,GTF2I,P78347,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
116,seq.13614.6,seq_13614_6,CREB-binding protein,CREBBP,Q92793,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,CU,proteostasis,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,AD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,PD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,FTD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,ALS,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
117,seq.13651.54,seq_13651_54,ZFP91,ZFP91,Q96JP5,StrokeTIA,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,CU,proteostasis,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,AD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,PD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,FTD,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,ALS,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
118,seq.13652.2,seq_13652_2,TM1L1,TOM1L1,O75674,StrokeTIA,proteostasis,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
119,seq.13653.335,seq_13653_335,MACD1,MACROD1,Q9BQ69,StrokeTIA,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
120,seq.13670.81,seq_13670_81,GIIE,PLA2G2E,Q9NZK7,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,CU,immune_complement,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,AD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,PD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,FTD,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,ALS,immune_complement,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
121,seq.13678.169,seq_13678_169,Factor D,CFD,P00746,StrokeTIA,immune_complement,single_clinical_source_multiplicity_controlled,1,0.4,UKB_CellAtlas_2024,"[{""reference_id"": ""UKB_CellAtlas_2024"", ""source_locator"": ""author_public_API_all_population_CSV_row542"", ""estimate"": ""3.51"", ""estimate_type"": ""OR_per_author_website_protein_scale_not_abundance_difference"", ""ci_lower"": ""2.35"", ""ci_upper"": ""5.22"", ""standard_error"": """", ""p_value"": ""6.935921709781422e-10"", ""q_value"": """", ""adjusted_p_value"": ""2.0252891392561754e-06"", ""direction"": ""higher"", ""specimen"": ""plasma"", ""cohort_overlap_status"": ""UKB_not_named_in_Imam2025_Table1_individual_nonoverlap_unproven""}]",Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,CU,metabolism_transport,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,AD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,PD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,FTD,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,ALS,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
122,seq.13697.51,seq_13697_51,GPDA,GPD1,P21695,StrokeTIA,metabolism_transport,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,CU,neural_synaptic,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,AD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,PD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,FTD,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,ALS,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
123,seq.13707.27,seq_13707_27,SPARCL1,SPARCL1,Q14515,StrokeTIA,neural_synaptic,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
124,seq.13732.79,seq_13732_79,Cardiotrophin-1,CTF1,Q16619,CU,nuclear_signaling,reference_no_added_disease_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
124,seq.13732.79,seq_13732_79,Cardiotrophin-1,CTF1,Q16619,AD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
124,seq.13732.79,seq_13732_79,Cardiotrophin-1,CTF1,Q16619,PD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
124,seq.13732.79,seq_13732_79,Cardiotrophin-1,CTF1,Q16619,FTD,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
124,seq.13732.79,seq_13732_79,Cardiotrophin-1,CTF1,Q16619,ALS,nuclear_signaling,no_eligible_direct_direction_zero_shift,0,0,,[],Fixed evidence-tier magnitude; not an observed target effect; no tuning to real data. Unlisted cohorts cannot prove participant-level nonoverlap.
